Sat Mar 28 06:05:01 PDT 2020 - start
* # of countries 176
1/177 - TOTAL - last value from 2020-3-27 with 593291 cases, 27198 deaths, 130915 recovered, 435178 active cases.
67/177 - Ukraine - last value from 2020-3-27 with 310 cases, 5 deaths, 5 recovered, 300 active cases.
68/177 - Hungary - last value from 2020-3-27 with 300 cases, 10 deaths, 34 recovered, 256 active cases.
69/177 - Bulgaria - last value from 2020-3-27 with 293 cases, 3 deaths, 9 recovered, 281 active cases.
70/177 - Latvia - last value from 2020-3-27 with 280 cases, 0 deaths, 1 recovered, 279 active cases.
71/177 - Slovakia - last value from 2020-3-27 with 269 cases, 0 deaths, 2 recovered, 267 active cases.
72/177 - Andorra - last value from 2020-3-27 with 267 cases, 3 deaths, 1 recovered, 263 active cases.
73/177 - Taiwan* - last value from 2020-3-27 with 267 cases, 2 deaths, 29 recovered, 236 active cases.
74/177 - Costa Rica - last value from 2020-3-27 with 263 cases, 2 deaths, 3 recovered, 258 active cases.
75/177 - Uruguay - last value from 2020-3-27 with 238 cases, 0 deaths, 0 recovered, 238 active cases.
76/177 - Bosnia and Herzegovina - last value from 2020-3-27 with 237 cases, 4 deaths, 5 recovered, 228 active cases.
77/177 - Jordan - last value from 2020-3-27 with 235 cases, 1 deaths, 18 recovered, 216 active cases.
78/177 - Tunisia - last value from 2020-3-27 with 227 cases, 6 deaths, 2 recovered, 219 active cases.
79/177 - Kuwait - last value from 2020-3-27 with 225 cases, 0 deaths, 57 recovered, 168 active cases.
80/177 - San Marino - last value from 2020-3-27 with 223 cases, 21 deaths, 4 recovered, 198 active cases.
81/177 - North Macedonia - last value from 2020-3-27 with 219 cases, 3 deaths, 3 recovered, 213 active cases.
82/177 - Moldova - last value from 2020-3-27 with 199 cases, 2 deaths, 2 recovered, 195 active cases.
83/177 - Albania - last value from 2020-3-27 with 186 cases, 8 deaths, 31 recovered, 147 active cases.
84/177 - Burkina Faso - last value from 2020-3-27 with 180 cases, 9 deaths, 12 recovered, 159 active cases.
85/177 - Azerbaijan - last value from 2020-3-27 with 165 cases, 3 deaths, 15 recovered, 147 active cases.
86/177 - Vietnam - last value from 2020-3-27 with 163 cases, 0 deaths, 20 recovered, 143 active cases.
87/177 - Cyprus - last value from 2020-3-27 with 162 cases, 5 deaths, 15 recovered, 142 active cases.
88/177 - Kazakhstan - last value from 2020-3-27 with 150 cases, 1 deaths, 3 recovered, 146 active cases.
89/177 - Malta - last value from 2020-3-27 with 139 cases, 0 deaths, 2 recovered, 137 active cases.
90/177 - Ghana - last value from 2020-3-27 with 137 cases, 4 deaths, 2 recovered, 131 active cases.
91/177 - Oman - last value from 2020-3-27 with 131 cases, 0 deaths, 23 recovered, 108 active cases.
92/177 - Senegal - last value from 2020-3-27 with 119 cases, 0 deaths, 11 recovered, 108 active cases.
93/177 - Brunei - last value from 2020-3-27 with 115 cases, 0 deaths, 11 recovered, 104 active cases.
94/177 - Afghanistan - last value from 2020-3-27 with 110 cases, 4 deaths, 2 recovered, 104 active cases.
95/177 - Venezuela - last value from 2020-3-27 with 107 cases, 1 deaths, 31 recovered, 75 active cases.
96/177 - Sri Lanka - last value from 2020-3-27 with 106 cases, 0 deaths, 7 recovered, 99 active cases.
97/177 - Cote d'Ivoire - last value from 2020-3-27 with 101 cases, 0 deaths, 3 recovered, 98 active cases.
98/177 - Cambodia - last value from 2020-3-27 with 99 cases, 0 deaths, 11 recovered, 88 active cases.
99/177 - Belarus - last value from 2020-3-27 with 94 cases, 0 deaths, 32 recovered, 62 active cases.
100/177 - Mauritius - last value from 2020-3-27 with 94 cases, 2 deaths, 0 recovered, 92 active cases.
101/177 - Cameroon - last value from 2020-3-27 with 91 cases, 2 deaths, 2 recovered, 87 active cases.
102/177 - West Bank and Gaza - last value from 2020-3-27 with 91 cases, 1 deaths, 17 recovered, 73 active cases.
103/177 - Uzbekistan - last value from 2020-3-27 with 88 cases, 1 deaths, 5 recovered, 82 active cases.
104/177 - Kosovo - last value from 2020-3-27 with 86 cases, 1 deaths, 1 recovered, 84 active cases.
105/177 - Georgia - last value from 2020-3-27 with 83 cases, 0 deaths, 14 recovered, 69 active cases.
106/177 - Montenegro - last value from 2020-3-27 with 82 cases, 1 deaths, 0 recovered, 81 active cases.
107/177 - Cuba - last value from 2020-3-27 with 80 cases, 2 deaths, 4 recovered, 74 active cases.
108/177 - Nigeria - last value from 2020-3-27 with 70 cases, 1 deaths, 3 recovered, 66 active cases.
109/177 - Honduras - last value from 2020-3-27 with 68 cases, 1 deaths, 0 recovered, 67 active cases.
110/177 - Trinidad and Tobago - last value from 2020-3-27 with 66 cases, 2 deaths, 1 recovered, 63 active cases.
111/177 - Bolivia - last value from 2020-3-27 with 61 cases, 0 deaths, 0 recovered, 61 active cases.
112/177 - Kyrgyzstan - last value from 2020-3-27 with 58 cases, 0 deaths, 0 recovered, 58 active cases.
113/177 - Liechtenstein - last value from 2020-3-27 with 56 cases, 0 deaths, 0 recovered, 56 active cases.
114/177 - Rwanda - last value from 2020-3-27 with 54 cases, 0 deaths, 0 recovered, 54 active cases.
115/177 - Paraguay - last value from 2020-3-27 with 52 cases, 3 deaths, 1 recovered, 48 active cases.
116/177 - Congo (Kinshasa) - last value from 2020-3-27 with 51 cases, 3 deaths, 2 recovered, 46 active cases.
117/177 - Bangladesh - last value from 2020-3-27 with 48 cases, 5 deaths, 11 recovered, 32 active cases.
118/177 - Monaco - last value from 2020-3-27 with 42 cases, 0 deaths, 1 recovered, 41 active cases.
119/177 - Kenya - last value from 2020-3-27 with 31 cases, 1 deaths, 1 recovered, 29 active cases.
120/177 - Guatemala - last value from 2020-3-27 with 28 cases, 1 deaths, 4 recovered, 23 active cases.
121/177 - Jamaica - last value from 2020-3-27 with 26 cases, 1 deaths, 2 recovered, 23 active cases.
122/177 - Madagascar - last value from 2020-3-27 with 26 cases, 0 deaths, 0 recovered, 26 active cases.
123/177 - Togo - last value from 2020-3-27 with 25 cases, 1 deaths, 1 recovered, 23 active cases.
124/177 - Barbados - last value from 2020-3-27 with 24 cases, 0 deaths, 0 recovered, 24 active cases.
125/177 - Uganda - last value from 2020-3-27 with 23 cases, 0 deaths, 0 recovered, 23 active cases.
126/177 - Zambia - last value from 2020-3-27 with 22 cases, 0 deaths, 0 recovered, 22 active cases.
127/177 - Ethiopia - last value from 2020-3-27 with 16 cases, 0 deaths, 0 recovered, 16 active cases.
128/177 - Maldives - last value from 2020-3-27 with 16 cases, 0 deaths, 9 recovered, 7 active cases.
129/177 - El Salvador - last value from 2020-3-27 with 13 cases, 0 deaths, 0 recovered, 13 active cases.
130/177 - Tanzania - last value from 2020-3-27 with 13 cases, 0 deaths, 1 recovered, 12 active cases.
131/177 - Djibouti - last value from 2020-3-27 with 12 cases, 0 deaths, 0 recovered, 12 active cases.
132/177 - Equatorial Guinea - last value from 2020-3-27 with 12 cases, 0 deaths, 0 recovered, 12 active cases.
133/177 - Mongolia - last value from 2020-3-27 with 11 cases, 0 deaths, 0 recovered, 11 active cases.
134/177 - Dominica - last value from 2020-3-27 with 11 cases, 0 deaths, 0 recovered, 11 active cases.
135/177 - Mali - last value from 2020-3-27 with 11 cases, 0 deaths, 0 recovered, 11 active cases.
136/177 - Bahamas - last value from 2020-3-27 with 10 cases, 0 deaths, 1 recovered, 9 active cases.
137/177 - Niger - last value from 2020-3-27 with 10 cases, 1 deaths, 0 recovered, 9 active cases.
138/177 - Eswatini - last value from 2020-3-27 with 9 cases, 0 deaths, 0 recovered, 9 active cases.
139/177 - Guinea - last value from 2020-3-27 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
140/177 - Haiti - last value from 2020-3-27 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
141/177 - Namibia - last value from 2020-3-27 with 8 cases, 0 deaths, 2 recovered, 6 active cases.
142/177 - Suriname - last value from 2020-3-27 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
143/177 - Burma - last value from 2020-3-27 with 8 cases, 0 deaths, 0 recovered, 8 active cases.
144/177 - Antigua and Barbuda - last value from 2020-3-27 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
145/177 - Gabon - last value from 2020-3-27 with 7 cases, 1 deaths, 0 recovered, 6 active cases.
146/177 - Seychelles - last value from 2020-3-27 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
147/177 - Grenada - last value from 2020-3-27 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
148/177 - Mozambique - last value from 2020-3-27 with 7 cases, 0 deaths, 0 recovered, 7 active cases.
149/177 - Benin - last value from 2020-3-27 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
150/177 - Eritrea - last value from 2020-3-27 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
151/177 - Laos - last value from 2020-3-27 with 6 cases, 0 deaths, 0 recovered, 6 active cases.
152/177 - Cabo Verde - last value from 2020-3-27 with 5 cases, 1 deaths, 0 recovered, 4 active cases.
153/177 - Fiji - last value from 2020-3-27 with 5 cases, 0 deaths, 0 recovered, 5 active cases.
154/177 - Guyana - last value from 2020-3-27 with 5 cases, 1 deaths, 0 recovered, 4 active cases.
155/177 - Zimbabwe - last value from 2020-3-27 with 5 cases, 1 deaths, 0 recovered, 4 active cases.
156/177 - Syria - last value from 2020-3-27 with 5 cases, 0 deaths, 0 recovered, 5 active cases.
157/177 - Angola - last value from 2020-3-27 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
158/177 - Congo (Brazzaville) - last value from 2020-3-27 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
159/177 - Holy See - last value from 2020-3-27 with 4 cases, 0 deaths, 0 recovered, 4 active cases.
160/177 - Nepal - last value from 2020-3-27 with 4 cases, 0 deaths, 1 recovered, 3 active cases.
161/177 - Bhutan - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
162/177 - Central African Republic - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
163/177 - Chad - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
164/177 - Gambia - last value from 2020-3-27 with 3 cases, 1 deaths, 0 recovered, 2 active cases.
165/177 - Liberia - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
166/177 - Mauritania - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
167/177 - Saint Lucia - last value from 2020-3-27 with 3 cases, 0 deaths, 1 recovered, 2 active cases.
168/177 - Somalia - last value from 2020-3-27 with 3 cases, 0 deaths, 0 recovered, 3 active cases.
169/177 - Sudan - last value from 2020-3-27 with 3 cases, 1 deaths, 0 recovered, 2 active cases.
170/177 - Nicaragua - last value from 2020-3-27 with 2 cases, 1 deaths, 0 recovered, 1 active cases.
171/177 - Belize - last value from 2020-3-27 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
172/177 - Guinea-Bissau - last value from 2020-3-27 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
173/177 - Saint Kitts and Nevis - last value from 2020-3-27 with 2 cases, 0 deaths, 0 recovered, 2 active cases.
174/177 - Papua New Guinea - last value from 2020-3-27 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
175/177 - Saint Vincent and the Grenadines - last value from 2020-3-27 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
176/177 - Timor-Leste - last value from 2020-3-27 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
177/177 - Libya - last value from 2020-3-27 with 1 cases, 0 deaths, 0 recovered, 1 active cases.
Generating plots done!
Sat Mar 28 06:07:51 PDT 2020 - end
